case_name,regime,variant,k,case_seed,scenario,method,method_seed,f_found,f_oracle,gap,recovered,oracle_verified,allocation,spend_fraction,n_function_evals,wall_time_s,censored,timestamp,censor_reason
Study_linear_k02_s10,convex,linear,2,10,Scenario 01,basin_hopping,10,99.12786631737836,99.12786631227684,-5.101526312500937e-09,True,True,"[99.99999997222992, 2.7770079283955085e-08]",1.0,138.0,0.11387080000713468,False,2026-07-22T13:55:36+00:00,
Study_linear_k02_s9,convex,linear,2,9,Scenario 01,genetic_algorithm,9,88.7212197381213,88.7212197381213,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,1.937754299986409,False,2026-07-22T13:55:36+00:00,
Study_linear_k02_s10,convex,linear,2,10,Scenario 01,slsqp,10,99.12786631963408,99.12786631227684,-7.357243703154381e-09,True,True,"[99.99999995995083, 4.0049175071336125e-08]",1.0,600.0,0.46805219998350367,False,2026-07-22T13:55:36+00:00,
Study_linear_k02_s10,convex,linear,2,10,Scenario 01,grid,10,99.12786631227684,99.12786631227684,0.0,True,True,"[100.0, 0.0]",1.0,,0.5488953999883961,False,2026-07-22T13:55:36+00:00,
Study_linear_k02_s10,convex,linear,2,10,Scenario 02,basin_hopping,10,99.56393316400548,99.56393315613842,-7.867058116062253e-09,True,True,"[99.99999995717559, 4.2824410665921936e-08]",1.0,138.0,0.11948069999925792,False,2026-07-22T13:55:36+00:00,
Study_linear_k02_s9,convex,linear,2,9,Scenario 02,genetic_algorithm,9,89.73209905527996,89.73209905527996,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.042893300007563,False,2026-07-22T13:55:37+00:00,
Study_linear_k02_s10,convex,linear,2,10,Scenario 02,slsqp,10,99.56393316274078,99.56393315613842,-6.602363100682851e-09,True,True,"[99.99999996406001, 3.593999541125553e-08]",1.0,600.0,0.6103688000002876,False,2026-07-22T13:55:37+00:00,
Study_linear_k02_s10,convex,linear,2,10,Scenario 02,grid,10,99.56393315613842,99.56393315613842,0.0,True,True,"[100.0, 0.0]",1.0,,0.6545035000017378,False,2026-07-22T13:55:37+00:00,
Study_linear_k02_s10,convex,linear,2,10,Scenario 03,basin_hopping,10,99.99999999999999,99.99999999999999,0.0,True,True,"[99.99999998866447, 1.1335532511361353e-08]",1.0,138.0,0.11952810001093894,False,2026-07-22T13:55:37+00:00,
Study_linear_k02_s9,convex,linear,2,9,Scenario 03,genetic_algorithm,9,90.74297837243861,90.74297837243861,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.014982599997893,False,2026-07-22T13:55:37+00:00,
Study_linear_k02_s10,convex,linear,2,10,Scenario 03,slsqp,10,99.99999999999999,99.99999999999999,0.0,True,True,"[99.99999998866447, 1.1335532511361353e-08]",1.0,600.0,0.48449169998639263,False,2026-07-22T13:55:37+00:00,
Study_linear_k02_s10,convex,linear,2,10,Scenario 03,grid,10,99.99999999999999,99.99999999999999,0.0,True,True,"[100.0, 0.0]",1.0,,0.5332720999722369,False,2026-07-22T13:55:37+00:00,
Study_linear_k02_s11,convex,linear,2,11,Scenario 01,basin_hopping,11,98.13580475181791,98.13580471960769,-3.2210223821493855e-08,True,True,"[99.9999999484176, 5.158241053852446e-08]",1.0,123.0,0.10563500001444481,False,2026-07-22T13:55:37+00:00,
Study_linear_k02_s10,convex,linear,2,10,Scenario 01,genetic_algorithm,10,99.12786631227684,99.12786631227684,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.0091710000124294,False,2026-07-22T13:55:38+00:00,
Study_linear_k02_s11,convex,linear,2,11,Scenario 01,slsqp,11,98.13580479489609,98.13580471960769,-7.528839773840446e-08,True,True,"[99.99999987943087, 1.205691212081285e-07]",1.0,600.0,0.5125800000096206,False,2026-07-22T13:55:38+00:00,
Study_linear_k02_s11,convex,linear,2,11,Scenario 01,grid,11,98.13580471960769,98.13580471960769,0.0,True,True,"[100.0, 0.0]",1.0,,0.5601619000080973,False,2026-07-22T13:55:38+00:00,
Study_linear_k02_s11,convex,linear,2,11,Scenario 02,basin_hopping,11,99.0679024048021,99.06790235980384,-4.4998259340900404e-08,True,True,"[99.99999992793843, 7.206156360875714e-08]",1.0,123.0,0.10790880001150072,False,2026-07-22T13:55:38+00:00,
Study_linear_k02_s11,convex,linear,2,11,Scenario 02,slsqp,11,99.0679024239764,99.06790235980384,-6.417256770419044e-08,True,True,"[99.99999989723214, 1.0276786078219676e-07]",1.0,600.0,0.6604512000048999,False,2026-07-22T13:55:39+00:00,
Study_linear_k02_s10,convex,linear,2,10,Scenario 02,genetic_algorithm,10,99.56393315613842,99.56393315613842,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.203566900017904,False,2026-07-22T13:55:39+00:00,
Study_linear_k02_s11,convex,linear,2,11,Scenario 02,grid,11,99.06790235980384,99.06790235980384,0.0,True,True,"[100.0, 0.0]",1.0,,0.7031425000168383,False,2026-07-22T13:55:39+00:00,
Study_linear_k02_s11,convex,linear,2,11,Scenario 03,basin_hopping,11,99.99999999999999,99.99999999999999,0.0,True,True,"[99.99999996633478, 3.366521504876343e-08]",1.0,123.0,0.10649859998375177,False,2026-07-22T13:55:39+00:00,
Study_linear_k02_s11,convex,linear,2,11,Scenario 03,slsqp,11,99.99999999999999,99.99999999999999,0.0,True,True,"[99.99999996633478, 3.366521504876343e-08]",1.0,600.0,0.5768700999906287,False,2026-07-22T13:55:39+00:00,
Study_linear_k02_s11,convex,linear,2,11,Scenario 03,grid,11,99.99999999999999,99.99999999999999,0.0,True,True,"[100.0, 0.0]",1.0,,0.6207244000106584,False,2026-07-22T13:55:39+00:00,
Study_linear_k02_s10,convex,linear,2,10,Scenario 03,genetic_algorithm,10,99.99999999999999,99.99999999999999,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.228459899983136,False,2026-07-22T13:55:39+00:00,
Study_linear_k02_s12,convex,linear,2,12,Scenario 01,basin_hopping,12,90.82668045593581,90.82668042777135,-2.816446453834942e-08,True,True,"[99.99999996739241, 3.260758328951569e-08]",1.0,135.0,0.11802470000111498,False,2026-07-22T13:55:39+00:00,
Study_linear_k02_s11,convex,linear,2,11,Scenario 01,genetic_algorithm,11,98.13580471960769,98.13580471960769,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.2486823000072036,False,2026-07-22T13:55:40+00:00,
Study_linear_k02_s12,convex,linear,2,12,Scenario 01,slsqp,12,90.82668051281087,90.82668042777135,-8.503951676175348e-08,True,True,"[99.99999990154498, 9.845502181603482e-08]",1.0,600.0,0.5108103000093251,False,2026-07-22T13:55:40+00:00,
Study_linear_k02_s12,convex,linear,2,12,Scenario 01,grid,12,90.82668042777135,90.82668042777135,0.0,True,True,"[100.0, 0.0]",1.0,,0.551946300023701,False,2026-07-22T13:55:40+00:00,
Study_linear_k02_s12,convex,linear,2,12,Scenario 02,basin_hopping,12,91.88511857943567,91.88511852136864,-5.806703029520577e-08,True,True,"[99.99999993277254, 6.722746799169474e-08]",1.0,135.0,0.10876420000568032,False,2026-07-22T13:55:40+00:00,
Study_linear_k02_s11,convex,linear,2,11,Scenario 02,genetic_algorithm,11,99.06790235980384,99.06790235980384,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.2430215000058524,False,2026-07-22T13:55:40+00:00,
Study_linear_k02_s12,convex,linear,2,12,Scenario 02,slsqp,12,91.88511860017499,91.88511852136864,-7.880635166657157e-08,True,True,"[99.99999990876142, 9.123857216966044e-08]",1.0,600.0,0.5600203999783844,False,2026-07-22T13:55:40+00:00,
Study_linear_k02_s12,convex,linear,2,12,Scenario 02,grid,12,91.88511852136864,91.88511852136864,0.0,True,True,"[100.0, 0.0]",1.0,,0.6304797999910079,False,2026-07-22T13:55:40+00:00,
Study_linear_k02_s12,convex,linear,2,12,Scenario 03,basin_hopping,12,92.94355662960024,92.9435566149659,-1.4634338185715023e-08,True,True,"[99.99999995609699, 4.3903014537870326e-08]",1.0,135.0,0.11372389999451116,False,2026-07-22T13:55:41+00:00,
Study_linear_k02_s11,convex,linear,2,11,Scenario 03,genetic_algorithm,11,99.99999999999999,99.99999999999999,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.1005619000061415,False,2026-07-22T13:55:41+00:00,
Study_linear_k02_s12,convex,linear,2,12,Scenario 03,grid,12,92.9435566149659,92.9435566149659,0.0,True,True,"[100.0, 0.0]",1.0,,0.548132900003111,False,2026-07-22T13:55:41+00:00,
Study_linear_k02_s12,convex,linear,2,12,Scenario 03,slsqp,12,92.94355664778425,92.9435566149659,-3.2818348927321495e-08,True,True,"[99.99999990154498, 9.845502181603482e-08]",1.0,600.0,0.4966269000142347,False,2026-07-22T13:55:41+00:00,
Study_linear_k02_s13,convex,linear,2,13,Scenario 01,basin_hopping,13,98.34570142361994,98.3457014056813,-1.7938646124093793e-08,True,True,"[99.99999995078124, 4.9218752660373997e-08]",1.0,138.0,0.11653780000051484,False,2026-07-22T13:55:41+00:00,
Study_linear_k02_s13,convex,linear,2,13,Scenario 01,slsqp,13,98.34570143463935,98.3457014056813,-2.895805550906516e-08,True,True,"[99.99999992054703, 7.945297746740862e-08]",1.0,600.0,0.7312729999830481,False,2026-07-22T13:55:42+00:00,
Study_linear_k02_s12,convex,linear,2,12,Scenario 01,genetic_algorithm,12,90.82668042777135,90.82668042777135,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.369566200010013,False,2026-07-22T13:55:42+00:00,
Study_linear_k02_s13,convex,linear,2,13,Scenario 01,grid,13,98.3457014056813,98.3457014056813,0.0,True,True,"[100.0, 0.0]",1.0,,0.8504345999972429,False,2026-07-22T13:55:42+00:00,
Study_linear_k02_s13,convex,linear,2,13,Scenario 02,basin_hopping,13,99.17285071517946,99.17285070284065,-1.2338816191004298e-08,True,True,"[99.99999996614567, 3.385433043865039e-08]",1.0,138.0,0.11290849998476915,False,2026-07-22T13:55:42+00:00,
Study_linear_k02_s13,convex,linear,2,13,Scenario 02,slsqp,13,99.1728507207151,99.17285070284065,-1.7874455693345226e-08,True,True,"[99.9999999509574, 4.904259218545104e-08]",1.0,600.0,0.5071169000002556,False,2026-07-22T13:55:42+00:00,
Study_linear_k02_s13,convex,linear,2,13,Scenario 02,grid,13,99.17285070284065,99.17285070284065,0.0,True,True,"[100.0, 0.0]",1.0,,0.5378541999962181,False,2026-07-22T13:55:42+00:00,
Study_linear_k02_s12,convex,linear,2,12,Scenario 02,genetic_algorithm,12,91.88511852136864,91.88511852136864,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.360264199989615,False,2026-07-22T13:55:42+00:00,
Study_linear_k02_s13,convex,linear,2,13,Scenario 03,basin_hopping,13,100.0,100.0,0.0,True,True,"[99.99999999222332, 7.776679299914851e-09]",1.0,138.0,0.1154783999954816,False,2026-07-22T13:55:43+00:00,
Study_linear_k02_s13,convex,linear,2,13,Scenario 03,slsqp,13,100.0,100.0,0.0,True,True,"[99.99999999222332, 7.776679299914851e-09]",1.0,600.0,0.9340033000044059,False,2026-07-22T13:55:43+00:00,
Study_linear_k02_s13,convex,linear,2,13,Scenario 03,grid,13,100.0,100.0,0.0,True,True,"[100.0, 0.0]",1.0,,0.9877283999812789,False,2026-07-22T13:55:43+00:00,
Study_linear_k02_s12,convex,linear,2,12,Scenario 03,genetic_algorithm,12,92.9435566149659,92.9435566149659,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.7695633999828715,False,2026-07-22T13:55:43+00:00,
Study_linear_k02_s14,convex,linear,2,14,Scenario 01,basin_hopping,14,98.58044587158984,98.58044584119347,-3.03963787473549e-08,True,True,"[6.917416079599277e-08, 99.99999993082584]",1.0,132.0,0.10521350000635721,False,2026-07-22T13:55:44+00:00,
Study_linear_k02_s13,convex,linear,2,13,Scenario 01,genetic_algorithm,13,98.3457014056813,98.3457014056813,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.7168383999960497,False,2026-07-22T13:55:44+00:00,
Study_linear_k02_s14,convex,linear,2,14,Scenario 01,slsqp,14,98.58044588060407,98.58044584119347,-3.941060811030184e-08,True,True,"[8.968817624970967e-08, 99.99999991031183]",1.0,600.0,0.4853549999825191,False,2026-07-22T13:55:44+00:00,
Study_linear_k02_s14,convex,linear,2,14,Scenario 01,grid,14,98.58044584119347,98.58044584119347,0.0,True,True,"[0.0, 100.0]",1.0,,0.5367355000053067,False,2026-07-22T13:55:44+00:00,
Study_linear_k02_s14,convex,linear,2,14,Scenario 02,basin_hopping,14,99.29022294250603,99.29022292059673,-2.1909301040068385e-08,True,True,"[4.9859794046378645e-08, 99.99999995014021]",1.0,132.0,0.10915269999532029,False,2026-07-22T13:55:44+00:00,
Study_linear_k02_s13,convex,linear,2,13,Scenario 02,genetic_algorithm,13,99.17285070284065,99.17285070284065,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.4303471999883186,False,2026-07-22T13:55:44+00:00,
Study_linear_k02_s14,convex,linear,2,14,Scenario 02,grid,14,99.29022292059673,99.29022292059673,0.0,True,True,"[0.0, 100.0]",1.0,,0.5420167999982368,False,2026-07-22T13:55:44+00:00,
Study_linear_k02_s14,convex,linear,2,14,Scenario 02,slsqp,14,99.2902229652534,99.29022292059673,-4.4656673026111093e-08,True,True,"[1.016268644593293e-07, 99.99999989837313]",1.0,600.0,0.5125398999953177,False,2026-07-22T13:55:45+00:00,
Study_linear_k02_s14,convex,linear,2,14,Scenario 03,basin_hopping,14,100.0,100.0,0.0,True,True,"[0.0, 100.0]",1.0,132.0,0.10877369999070652,False,2026-07-22T13:55:45+00:00,
Study_linear_k02_s13,convex,linear,2,13,Scenario 03,genetic_algorithm,13,100.0,100.0,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.376802199985832,False,2026-07-22T13:55:45+00:00,
Study_linear_k02_s14,convex,linear,2,14,Scenario 03,slsqp,14,100.0,100.0,0.0,True,True,"[1.1126988218462607e-08, 99.99999998887301]",1.0,600.0,0.5211321000242606,False,2026-07-22T13:55:45+00:00,
Study_linear_k02_s14,convex,linear,2,14,Scenario 03,grid,14,100.0,100.0,0.0,True,True,"[0.0, 100.0]",1.0,,0.5670508000184782,False,2026-07-22T13:55:45+00:00,
Study_linear_k02_s15,convex,linear,2,15,Scenario 01,basin_hopping,15,93.35542681213145,93.35542680079763,-1.1333824545545212e-08,True,True,"[99.99999995313689, 4.6863105041226964e-08]",1.0,129.0,0.11699190002400428,False,2026-07-22T13:55:45+00:00,
Study_linear_k02_s15,convex,linear,2,15,Scenario 01,grid,15,93.35542680079763,93.35542680079763,0.0,True,True,"[100.0, 0.0]",1.0,,0.5317310999962501,False,2026-07-22T13:55:46+00:00,
Study_linear_k02_s15,convex,linear,2,15,Scenario 01,slsqp,15,93.35542682477309,93.35542680079763,-2.397545983967575e-08,True,True,"[99.99999990086627, 9.913372335410764e-08]",1.0,600.0,0.496215499995742,False,2026-07-22T13:55:46+00:00,
Study_linear_k02_s14,convex,linear,2,14,Scenario 01,genetic_algorithm,14,98.58044584119347,98.58044584119347,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,1.9939390000072308,False,2026-07-22T13:55:46+00:00,
Study_linear_k02_s15,convex,linear,2,15,Scenario 02,basin_hopping,15,93.76294351953825,93.76294350447037,-1.5067882941366406e-08,True,True,"[99.9999999376973, 6.230270739875077e-08]",1.0,129.0,0.11512470000889152,False,2026-07-22T13:55:46+00:00,
Study_linear_k02_s15,convex,linear,2,15,Scenario 02,slsqp,15,93.76294352844583,93.76294350447037,-2.397545983967575e-08,True,True,"[99.99999990086627, 9.913372335410764e-08]",1.0,600.0,0.7186527000158094,False,2026-07-22T13:55:46+00:00,
Study_linear_k02_s14,convex,linear,2,14,Scenario 02,genetic_algorithm,14,99.29022292059673,99.29022292059673,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,2.2221223000087775,False,2026-07-22T13:55:46+00:00,
Study_linear_k02_s15,convex,linear,2,15,Scenario 02,grid,15,93.76294350447037,93.76294350447037,0.0,True,True,"[100.0, 0.0]",1.0,,0.7823170000046957,False,2026-07-22T13:55:46+00:00,
Study_linear_k02_s15,convex,linear,2,15,Scenario 03,basin_hopping,15,94.17046022175766,94.17046020814311,-1.3614553040497412e-08,True,True,"[99.99999994370654, 5.629345875164016e-08]",1.0,129.0,0.1097120999766048,False,2026-07-22T13:55:47+00:00,
Study_linear_k02_s15,convex,linear,2,15,Scenario 03,slsqp,15,94.17046023236097,94.17046020814311,-2.421785438855295e-08,True,True,"[99.99999989986404, 1.0013596608536058e-07]",1.0,600.0,0.5142823999922257,False,2026-07-22T13:55:47+00:00,
Study_linear_k02_s15,convex,linear,2,15,Scenario 03,grid,15,94.17046020814311,94.17046020814311,0.0,True,True,"[100.0, 0.0]",1.0,,0.5657087999861687,False,2026-07-22T13:55:47+00:00,
Study_linear_k02_s14,convex,linear,2,14,Scenario 03,genetic_algorithm,14,100.0,100.0,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,2.288499399990542,False,2026-07-22T13:55:47+00:00,
Study_linear_k02_s16,convex,linear,2,16,Scenario 01,basin_hopping,16,98.89743926880533,98.89743926057423,-8.231097581301583e-09,True,True,"[99.99999995917906, 4.082093550404993e-08]",1.0,129.0,0.10862529999576509,False,2026-07-22T13:55:47+00:00,
Study_linear_k02_s16,convex,linear,2,16,Scenario 01,slsqp,16,98.8974392700369,98.89743926057423,-9.46266709433985e-09,True,True,"[99.99999995307131, 4.692869424190274e-08]",1.0,600.0,0.5101652999874204,False,2026-07-22T13:55:48+00:00,
Study_linear_k02_s15,convex,linear,2,15,Scenario 01,genetic_algorithm,15,93.35542680079763,93.35542680079763,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.2496599000005517,False,2026-07-22T13:55:48+00:00,
Study_linear_k02_s16,convex,linear,2,16,Scenario 01,grid,16,98.89743926057423,98.89743926057423,0.0,True,True,"[100.0, 0.0]",1.0,,0.5521539000037592,False,2026-07-22T13:55:48+00:00,
Study_linear_k02_s16,convex,linear,2,16,Scenario 02,basin_hopping,16,99.44871963851821,99.44871963028712,-8.231097581301583e-09,True,True,"[99.99999995917906, 4.082093550404993e-08]",1.0,129.0,0.10967120001441799,False,2026-07-22T13:55:48+00:00,
Study_linear_k02_s15,convex,linear,2,15,Scenario 02,genetic_algorithm,15,93.76294350447037,93.76294350447037,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.2475789000163786,False,2026-07-22T13:55:48+00:00,
Study_linear_k02_s16,convex,linear,2,16,Scenario 02,slsqp,16,99.44871963901039,99.44871963028712,-8.72327632350789e-09,True,True,"[99.99999995673815, 4.326184963947792e-08]",1.0,600.0,0.5082456000091042,False,2026-07-22T13:55:48+00:00,
Study_linear_k02_s16,convex,linear,2,16,Scenario 02,grid,16,99.44871963028712,99.44871963028712,0.0,True,True,"[100.0, 0.0]",1.0,,0.5701122999889776,False,2026-07-22T13:55:48+00:00,
Study_linear_k02_s16,convex,linear,2,16,Scenario 03,basin_hopping,16,100.0,100.0,0.0,True,True,"[99.99999995917906, 4.082093550404993e-08]",1.0,129.0,0.11703570000827312,False,2026-07-22T13:55:48+00:00,
Study_linear_k02_s15,convex,linear,2,15,Scenario 03,genetic_algorithm,15,94.17046020814311,94.17046020814311,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.0307096999895293,False,2026-07-22T13:55:49+00:00,
Study_linear_k02_s16,convex,linear,2,16,Scenario 03,slsqp,16,100.0,100.0,0.0,True,True,"[99.99999995917906, 4.082093550404993e-08]",1.0,600.0,0.5077870999812149,False,2026-07-22T13:55:49+00:00,
Study_linear_k02_s16,convex,linear,2,16,Scenario 03,grid,16,100.0,100.0,0.0,True,True,"[100.0, 0.0]",1.0,,0.5528916000039317,False,2026-07-22T13:55:49+00:00,
Study_linear_k02_s17,convex,linear,2,17,Scenario 01,basin_hopping,17,89.54733641207976,89.54733637254282,-3.953694260871998e-08,True,True,"[6.804086733847097e-08, 99.99999993195914]",1.0,129.0,0.13022399999317713,False,2026-07-22T13:55:49+00:00,
Study_linear_k02_s16,convex,linear,2,16,Scenario 01,genetic_algorithm,16,98.89743926057423,98.89743926057423,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.036884099972667,False,2026-07-22T13:55:49+00:00,
Study_linear_k02_s17,convex,linear,2,17,Scenario 01,slsqp,17,89.54733640303789,89.54733637254282,-3.049507313335198e-08,True,True,"[5.24803422665615e-08, 99.99999994751965]",1.0,600.0,0.5177598999871407,False,2026-07-22T13:55:49+00:00,
Study_linear_k02_s17,convex,linear,2,17,Scenario 01,grid,17,89.54733637254282,89.54733637254282,0.0,True,True,"[0.0, 100.0]",1.0,,0.5589167999860365,False,2026-07-22T13:55:49+00:00,
Study_linear_k02_s17,convex,linear,2,17,Scenario 02,basin_hopping,17,90.49351433905008,90.49351431855598,-2.049409886240028e-08,True,True,"[3.526921531360004e-08, 99.99999996473079]",1.0,129.0,0.12497129998519085,False,2026-07-22T13:55:49+00:00,
Study_linear_k02_s17,convex,linear,2,17,Scenario 02,slsqp,17,90.49351435525746,90.49351431855598,-3.670147918910516e-08,True,True,"[6.316122065815579e-08, 99.99999993683878]",1.0,600.0,0.6164196000027005,False,2026-07-22T13:55:50+00:00,
Study_linear_k02_s16,convex,linear,2,16,Scenario 02,genetic_algorithm,16,99.44871963028712,99.44871963028712,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.2205992999952286,False,2026-07-22T13:55:50+00:00,
Study_linear_k02_s17,convex,linear,2,17,Scenario 02,grid,17,90.49351431855598,90.49351431855598,0.0,True,True,"[0.0, 100.0]",1.0,,0.7546260999806691,False,2026-07-22T13:55:50+00:00,
Study_linear_k02_s17,convex,linear,2,17,Scenario 03,basin_hopping,17,91.43969228472787,91.43969226456913,-2.0158736901976226e-08,True,True,"[3.469204644574952e-08, 99.99999996530795]",1.0,129.0,0.11594260000856593,False,2026-07-22T13:55:50+00:00,
Study_linear_k02_s17,convex,linear,2,17,Scenario 03,slsqp,17,91.43969229506422,91.43969226456913,-3.0495087344206695e-08,True,True,"[5.24803422665615e-08, 99.99999994751965]",1.0,600.0,0.5211451000068337,False,2026-07-22T13:55:51+00:00,
Study_linear_k02_s17,convex,linear,2,17,Scenario 03,grid,17,91.43969226456913,91.43969226456913,0.0,True,True,"[0.0, 100.0]",1.0,,0.5549560000072233,False,2026-07-22T13:55:51+00:00,
Study_linear_k02_s16,convex,linear,2,16,Scenario 03,genetic_algorithm,16,100.0,100.0,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,2.228045600000769,False,2026-07-22T13:55:51+00:00,
Study_linear_k02_s18,convex,linear,2,18,Scenario 01,basin_hopping,18,98.36910403904983,98.36910402307608,-1.5973753875186958e-08,True,True,"[5.673090882730854e-08, 99.99999994326909]",1.0,126.0,0.11349210000480525,False,2026-07-22T13:55:51+00:00,
